"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"68","In which district was the majority of your household residing before arriving in your current location? ",NA,"Chemtal","NA",0.0060989400461175,NA,0.00355737282869487,0.00864050726354013,NA,NA
"69","In which district was the majority of your household residing before arriving in your current location? ",NA,"Chinarto","NA",0.00132679168928183,NA,0.000230023108319888,0.00242356027024377,NA,NA
"70","In which district was the majority of your household residing before arriving in your current location? ",NA,"Chisht-e-Sharif","NA",0.000865799709352627,NA,-0.00026035072362318,0.00199195014232843,NA,NA
"71","In which district was the majority of your household residing before arriving in your current location? ",NA,"Chora","NA",0.00146871056630738,NA,0.000366532632899964,0.00257088849971479,NA,NA
"72","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dahana-e-Ghori","NA",0.00287745670981618,NA,0.00188981094648921,0.00386510247314315,NA,NA
"73","In which district was the majority of your household residing before arriving in your current location? ",NA,"Daman","NA",0.00342074714838397,NA,0.00161536697261628,0.00522612732415167,NA,NA
"74","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dand","NA",0.000606836594325295,NA,3.07550181392506e-05,0.00118291817051134,NA,NA
"75","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dand Wa Patan","NA",0.000327670148967237,NA,0.000122389603674533,0.000532950694259941,NA,NA
"76","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dangam","NA",0.00480058098961169,NA,0.00246274322045473,0.00713841875876866,NA,NA
"77","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dara","NA",9.18393668897445e-06,NA,-4.85673966458524e-06,2.32246130425341e-05,NA,NA
"78","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dara-e-Nur","NA",0.000671692415762634,NA,1.88471609122528e-05,0.00132453767061301,NA,NA
"79","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dara-e-Pech","NA",0.00469177060099814,NA,0.00237278463107931,0.00701075657091698,NA,NA
"80","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dara-e-Suf-e-Bala","NA",0.00204223096847937,NA,0.00105952459009314,0.00302493734686561,NA,NA
"81","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dara-e-Suf-e-Payin","NA",0.00212564348358921,NA,0.000660184093979862,0.00359110287319855,NA,NA
"82","In which district was the majority of your household residing before arriving in your current location? ",NA,"Darayem","NA",0.000176433723008171,NA,-4.06838109494667e-05,0.000393551256965809,NA,NA
"83","In which district was the majority of your household residing before arriving in your current location? ",NA,"Darqad","NA",0.000694888917039593,NA,9.3216667107201e-05,0.00129656116697198,NA,NA
"84","In which district was the majority of your household residing before arriving in your current location? ",NA,"Darwaz-e-Balla","NA",0.00015025214282479,NA,-9.45254669412036e-05,0.000395029752590783,NA,NA
"85","In which district was the majority of your household residing before arriving in your current location? ",NA,"Darwaz-e-Paeen","NA",0.00015480768121257,NA,-7.97479114943697e-05,0.00038936327391951,NA,NA
"86","In which district was the majority of your household residing before arriving in your current location? ",NA,"Darzab","NA",0.00806736227404187,NA,0.00518896540449332,0.0109457591435904,NA,NA
"87","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dasht-e-Archi","NA",0.0050130311634995,NA,0.00297335442004019,0.0070527079069588,NA,NA
"88","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dasht-e-Qala","NA",0.00213031985971297,NA,0.00092750353396135,0.00333313618546459,NA,NA
"89","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dawlat Abad","NA",0.00435928831756793,NA,0.00248103337855272,0.00623754325658314,NA,NA
"90","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dawlatabad (Balkh)","NA",0.00291559908858652,NA,0.00131300704027611,0.00451819113689693,NA,NA
"91","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dawlatshah","NA",0.00157486922940855,NA,0.000366191461181545,0.00278354699763556,NA,NA
"92","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dawlatyar","NA",0.00110841892070275,NA,0.000198880442494736,0.00201795739891075,NA,NA
"93","In which district was the majority of your household residing before arriving in your current location? ",NA,"Daychopan","NA",0.00162936348116576,NA,0.000413578766422612,0.00284514819590892,NA,NA
"94","In which district was the majority of your household residing before arriving in your current location? ",NA,"Daymirdad","NA",0.000401142760047878,NA,6.65868270772037e-06,0.000795626837388035,NA,NA
"95","In which district was the majority of your household residing before arriving in your current location? ",NA,"Deh Bala","NA",0.000632871755318921,NA,1.71778119873458e-05,0.0012485656986505,NA,NA
"96","In which district was the majority of your household residing before arriving in your current location? ",NA,"Deh-e-Shu","NA",0.000556745648362054,NA,-0.000155838253647019,0.00126932955037113,NA,NA
"97","In which district was the majority of your household residing before arriving in your current location? ",NA,"Deh Sabz","NA",0.000110580573065693,NA,-6.8994519096163e-05,0.000290155665227549,NA,NA
"98","In which district was the majority of your household residing before arriving in your current location? ",NA,"Deh Salah","NA",0.000606440103218707,NA,0.0002147016978271,0.000998178508610314,NA,NA
"99","In which district was the majority of your household residing before arriving in your current location? ",NA,"Deh Yak","NA",0.00130465404258999,NA,0.000332327907069077,0.0022769801781109,NA,NA
"100","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dehdadi","NA",0.000319886646273587,NA,-2.2590800420772e-05,0.000662364092967946,NA,NA
"101","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dehrawud","NA",0.00115066972805716,NA,0.000328530071591888,0.00197280938452243,NA,NA
"102","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dilaram","NA",0.000460580011136435,NA,0.000155540958094343,0.000765619064178527,NA,NA
"103","In which district was the majority of your household residing before arriving in your current location? ",NA,"DoLayna","NA",0.00836374487771529,NA,0.00166110211165245,0.0150663876437781,NA,NA
"104","In which district was the majority of your household residing before arriving in your current location? ",NA,"Doshi","NA",0.000985883555305474,NA,0.000241523540314818,0.00173024357029613,NA,NA
"105","In which district was the majority of your household residing before arriving in your current location? ",NA,"Duab","NA",0.000132260781722484,NA,-0.000107467529203457,0.000371989092648426,NA,NA
"106","In which district was the majority of your household residing before arriving in your current location? ",NA,"Dur Baba","NA",0.000659769066396336,NA,4.06072935431827e-05,0.00127893083924949,NA,NA
"107","In which district was the majority of your household residing before arriving in your current location? ",NA,"Eshkmesh","NA",0.0144436781308245,NA,0.00512179349786428,0.0237655627637847,NA,NA
"108","In which district was the majority of your household residing before arriving in your current location? ",NA,"Estalef","NA",9.64673109117562e-05,NA,-6.84084721642209e-05,0.000261343093987733,NA,NA
"109","In which district was the majority of your household residing before arriving in your current location? ",NA,"Faiz Abad (Badakhshan)","NA",0.000208829471345838,NA,-0.00010391414807851,0.000521573090770187,NA,NA
"110","In which district was the majority of your household residing before arriving in your current location? ",NA,"Farah","NA",0.0164073712272588,NA,0.0110302578237604,0.0217844846307571,NA,NA
"111","In which district was the majority of your household residing before arriving in your current location? ",NA,"Farkhar","NA",0.000298693621653067,NA,-4.36733693902516e-05,0.000641060612696385,NA,NA
"112","In which district was the majority of your household residing before arriving in your current location? ",NA,"Farsi","NA",0.000940502661905935,NA,-3.90866669955272e-05,0.0019200919908074,NA,NA
"113","In which district was the majority of your household residing before arriving in your current location? ",NA,"Farza","NA",6.08710469366142e-05,NA,-5.87914472626594e-05,0.000180533541135888,NA,NA
"114","In which district was the majority of your household residing before arriving in your current location? ",NA,"Fayzabad (Jawzjan)","NA",0.00132637216893326,NA,0.000558538084776154,0.00209420625309037,NA,NA
